Team 1 Compo,Team 2 Compo,Victory
"['Garen', 'Hecarim', 'Jhin', 'Karma', 'Yone']","['Ashe', 'Kayn', 'Lulu', 'Lux', 'Riven']",0
"['Ezreal', 'Kassadin', 'Lulu', 'Pyke', 'Elise']","['Blitzcrank', 'Neeko', 'Veigar', 'Yone', 'Elise']",1
"['Blitzcrank', 'Caitlyn', 'Galio', 'Kindred', 'Mordekaiser']","['Akali', 'Sivir', 'Skarner', 'Tryndamere', 'Zyra']",0
"['Alistar', 'Anivia', 'Kayn', 'Rengar', 'Senna']","[""Kha'Zix"", 'Quinn', 'Rakan', 'Sylas', 'Xayah']",1
"['Ekko', 'Jax', 'Lucian', 'Tristana', 'Yuumi']","['Akali', 'Ezreal', 'Lee Sin', 'Senna', 'Yasuo']",1
"['Katarina', 'Lucian', 'Sett', 'Sona', 'Shen']","['Bard', 'Ezreal', 'Kayle', 'Taliyah', 'Shen']",0
"[""Cho'Gath"", 'Graves', 'Nautilus', ""Vel'Koz"", 'Zed']","['Jinx', 'LeBlanc', 'Nasus', 'Sona', 'Teemo']",1
"['Ezreal', 'Fiddlesticks', 'Lillia', 'Thresh', 'Yone']","['Ashe', 'Nocturne', 'Shaco', 'Teemo', 'Yasuo']",1
"[""Cho'Gath"", 'Irelia', 'Teemo', 'Twisted Fate', 'Twitch']","['Ezreal', 'Galio', 'Orianna', 'Shaco', 'Shen']",0
"['Aurelion Sol', 'Camille', 'Gragas', ""Kai'Sa"", ""Vel'Koz""]","['Corki', 'Diana', 'Rakan', 'Rengar', 'Yone']",1
"['Cassiopeia', 'Garen', 'Leona', 'Nunu & Willump', 'Sivir']","['Diana', 'Jhin', 'Sett', 'Thresh', 'Yone']",0
"['Amumu', 'Caitlyn', 'Karma', 'Yone', 'Zed']","['Kindred', 'Master Yi', 'Nami', 'Sett', 'Vayne']",0
"['Aurelion Sol', 'Caitlyn', 'Heimerdinger', 'Sona', 'Vi']","['Ekko', 'Gnar', 'Senna', 'Sylas', 'Twitch']",1
"['Kindred', 'Lux', 'Maokai', 'Morgana', 'Vayne']","['Karma', 'Kayn', 'Nasus', 'Neeko', 'Senna']",0
"['Evelynn', 'Gangplank', 'Heimerdinger', ""Kai'Sa"", 'Yuumi']","['Ekko', 'Jhin', 'Sett', 'Thresh', 'Yasuo']",1
"['Evelynn', 'Jax', ""Kai'Sa"", 'Malzahar', 'Thresh']","['Draven', 'Kayn', 'Nautilus', 'Renekton', 'Zoe']",1
"['Anivia', 'Caitlyn', 'Camille', 'Jax', 'Lillia']","['Amumu', 'Fiora', 'Morgana', 'Ryze', 'Xayah']",0
"['Bard', 'Dr. Mundo', 'Olaf', 'Tristana', 'Yone']","[""Kog'Maw"", 'Lux', 'Renekton', 'Vi', 'Viktor']",1
"['Caitlyn', 'Ezreal', ""Kha'Zix"", 'Maokai', 'Twisted Fate']","['Aphelios', 'Evelynn', 'Kayle', 'Yasuo', 'Zyra']",0
"['Aatrox', 'Jinx', 'Shen', 'Soraka', 'Yone']","['Camille', 'Jhin', 'Katarina', 'Pyke', 'Warwick']",1
"[""Kai'Sa"", 'Lee Sin', 'Lucian', 'Thresh', 'Veigar']","['Ezreal', 'Graves', 'Kayle', 'Lissandra', 'Yone']",1
"['Kayn', 'Lux', 'Volibear', 'Xayah', 'Yone']","['Lucian', 'Nocturne', 'Senna', 'Sion', 'Yasuo']",1
"['Ezreal', 'Lee Sin', 'Neeko', 'Wukong', 'Yuumi']","['Caitlyn', 'Hecarim', 'Pyke', 'Riven', 'Yasuo']",1
"['Ahri', 'Ezreal', 'Kayle', 'Sona', 'Sylas']","['Akali', 'Senna', 'Shaco', 'Twisted Fate', 'Xayah']",0
"['Amumu', 'Jhin', 'Thresh', 'Urgot', 'Zyra']","['Caitlyn', 'Kayn', 'Lux', 'Syndra', 'Yorick']",0
"['Ahri', 'Lee Sin', 'Mordekaiser', 'Nautilus', 'Twitch']","['Heimerdinger', 'Jinx', 'Morgana', 'Sett', 'Skarner']",0
"['Akali', 'Graves', 'Lee Sin', 'Morgana', 'Pyke']","['Darius', 'Draven', 'Fiddlesticks', 'Thresh', 'Twisted Fate']",1
"['Fizz', 'Ivern', 'Jhin', 'Leona', 'Sion']","['Caitlyn', 'Darius', 'Ekko', 'Nami', 'Yasuo']",0
"['Ekko', 'Jhin', 'Kled', 'Pyke', 'Swain']","[""Cho'Gath"", 'Galio', 'Sett', 'Soraka', 'Urgot']",0
"['Amumu', 'Lucian', 'Lulu', 'Ornn', 'Veigar']","['Alistar', ""Kai'Sa"", 'Sylas', 'Yone', 'Zoe']",1
"['Braum', 'Caitlyn', 'Sion', 'Warwick', 'Zed']","['Jhin', 'Lux', 'Malzahar', 'Rammus', 'Yorick']",0
"['Ahri', 'Caitlyn', 'Evelynn', 'Gnar', 'Zilean']","['Blitzcrank', 'Jhin', 'Nunu & Willump', 'Ornn', 'Veigar']",0
"['Ekko', 'Galio', 'Jhin', 'Shen', 'Yuumi']","['Amumu', 'Braum', 'Sett', 'Sivir', 'Tristana']",0
"['Lee Sin', ""Vel'Koz"", 'Warwick', 'Yasuo', 'Yone']","['Darius', 'Kayn', 'Morgana', 'Senna', 'Vladimir']",0
"['Fizz', 'Kindred', 'Shaco', 'Shen', 'Yasuo']","['Elise', 'Qiyana', 'Sion', 'Thresh', 'Tristana']",1
"['Gnar', 'Pantheon', 'Sivir', 'Vi', 'Yasuo']","['Jhin', 'Lillia', 'Nautilus', 'Neeko', 'Zed']",1
"['Irelia', 'Swain', 'Twitch', 'Vi', 'Yasuo']","['Anivia', 'Jinx', 'Sion', 'Volibear', 'Zed']",0
"['Master Yi', 'Mordekaiser', 'Sivir', 'Varus', 'Ziggs']","['Kayn', 'Pyke', 'Xayah', 'Yone', 'Zed']",0
"['Graves', ""Kai'Sa"", 'Morgana', 'Riven', 'Yasuo']","['Ahri', 'Lee Sin', 'Sett', 'Tahm Kench', 'Vayne']",1
"['Kayle', 'Ornn', 'Yasuo', 'Yorick', 'Kindred']","['Pantheon', 'Renekton', 'Vayne', 'Zilean', 'Kindred']",0
"['Fizz', 'Lux', 'Nasus', 'Xayah', 'Zoe']","['Ahri', ""Cho'Gath"", 'Jhin', 'Shyvana', 'Thresh']",0
"['Ahri', 'Amumu', 'Jhin', 'Yone', 'Zyra']","['Darius', 'Ezreal', 'Mordekaiser', 'Olaf', 'Pyke']",1
"['Jinx', 'Lillia', 'Lux', 'Volibear', 'Zed']","['Akali', 'Leona', 'Master Yi', 'Miss Fortune', 'Yasuo']",0
"['Aphelios', 'Rammus', 'Senna', 'Urgot', 'Zoe']","['Ahri', 'Morgana', 'Shen', 'Volibear', 'Xayah']",1
"['Amumu', 'Karma', 'Pyke', 'Teemo', 'Ashe']","['Ezreal', 'Ivern', 'Morgana', 'Zed', 'Ashe']",1
"['Akali', 'LeBlanc', 'Lee Sin', 'Lucian', 'Nami']","['Jinx', 'Mordekaiser', 'Soraka', 'Sylas', 'Ziggs']",1
"['Gragas', 'Illaoi', 'Jinx', 'Pyke', 'Veigar']","['Janna', 'Miss Fortune', 'Nocturne', 'Shen', 'Vladimir']",0
"['Ahri', 'Bard', 'Garen', 'Jhin', 'Vi']","['Caitlyn', 'Fiora', 'Jax', 'Sona', 'Yone']",1
"['Caitlyn', 'Sett', 'Soraka', 'Viktor', 'Yone']","['Draven', 'Kayle', 'Pyke', 'Yuumi', 'Ziggs']",1
"['Bard', 'Darius', 'Nunu & Willump', 'Senna', 'Yone']","['Jhin', 'LeBlanc', 'Nautilus', 'Renekton', 'Sett']",1
"['Blitzcrank', ""Cho'Gath"", 'Lee Sin', 'Lucian', 'Yasuo']","['Evelynn', 'Jinx', ""Kha'Zix"", 'Twisted Fate', 'Urgot']",1
"['Ashe', 'Nasus', 'Sion', 'Soraka', 'Yasuo']","['Caitlyn', 'Katarina', 'Kayn', 'Morgana', 'Ornn']",1
"['Ezreal', 'Sett', 'Thresh', 'Yasuo', 'Zoe']","['Jax', 'Lux', 'Ryze', 'Tristana', 'Zac']",1
"['Darius', 'Ekko', 'Morgana', 'Tristana', 'Twisted Fate']","['Kayn', 'Miss Fortune', 'Shaco', 'Yasuo', 'Ziggs']",0
"['Caitlyn', 'Kayn', 'Master Yi', 'Morgana', 'Tryndamere']","['Annie', 'Draven', 'Hecarim', 'Riven', 'Zyra']",1
"['Caitlyn', 'Lillia', 'Lux', 'Pyke', 'Warwick']","['Illaoi', 'Katarina', 'Lucian', 'Senna', 'Vi']",0
"['Rengar', 'Sylas', 'Tristana', 'Wukong', 'Yasuo']","['Illaoi', 'Lux', 'Miss Fortune', 'Sejuani', 'Talon']",1
"['Akali', 'Caitlyn', 'Neeko', 'Sylas', 'Udyr']","['Irelia', 'LeBlanc', 'Morgana', 'Nocturne', 'Vayne']",0
"['Caitlyn', 'Irelia', 'Twitch', 'Veigar', ""Vel'Koz""]","['Ahri', 'Hecarim', 'Kayle', 'Lux', 'Miss Fortune']",1
"['Elise', 'Ezreal', 'Riven', 'Vladimir', 'Zyra']","['Caitlyn', 'Fiora', 'Morgana', 'Volibear', 'Yuumi']",0
"['Galio', 'Hecarim', 'Lux', 'Shaco', 'Twitch']","['Annie', 'Malphite', 'Rengar', 'Sett', 'Varus']",0
"['Azir', 'Hecarim', 'Jax', 'Lucian', 'Lux']","['Fizz', 'Lee Sin', 'Sivir', 'Tahm Kench', 'Thresh']",1
"[""Cho'Gath"", 'Jinx', 'Kayn', 'Leona', 'Sion']","['Nasus', 'Senna', 'Vayne', 'Vi', 'Yasuo']",0
"['Ahri', 'Ornn', 'Sylas', 'Vayne', 'Zilean']","[""Cho'Gath"", ""Kai'Sa"", 'Lee Sin', 'Lulu', 'Xerath']",1
"['Ezreal', 'Rakan', 'Trundle', 'Vladimir', 'Yasuo']","['Akali', 'Gragas', 'Lucian', 'Poppy', 'Pyke']",0
"['Ashe', 'Cassiopeia', 'Shaco', 'Skarner', 'Yorick']","['Aatrox', 'Lulu', 'Miss Fortune', 'Sylas', 'Yasuo']",0
"['Ashe', 'Galio', 'Janna', 'Kayn', 'Vladimir']","['Darius', 'Ezreal', 'Sylas', 'Thresh', 'Twitch']",1
"['Jarvan IV', 'Jhin', 'LeBlanc', 'Mordekaiser', 'Senna']","['Lulu', 'Malzahar', 'Sion', 'Twitch', 'Warwick']",1
"['Maokai', 'Thresh', 'Twitch', 'Yasuo', 'Ziggs']","['Akali', 'Ezreal', 'Lee Sin', 'Lux', 'Malphite']",1
"['Aatrox', 'Sylas', 'Thresh', 'Xayah', 'Zed']","['Hecarim', 'Lucian', 'Pantheon', 'Sion', 'Yasuo']",1
"['Ezreal', 'Sejuani', 'Thresh', 'Urgot', 'Zed']","['Gragas', 'Jayce', 'Jinx', 'Leona', 'Olaf']",1
"['Ekko', 'LeBlanc', 'Lucian', 'Ornn', 'Thresh']","['Jhin', 'Mordekaiser', 'Nami', 'Sejuani', 'Yasuo']",1
"['Karma', 'Ryze', 'Soraka', 'Vayne', 'Yone']","['Rengar', 'Swain', 'Tryndamere', 'Twitch', 'Yasuo']",0
"['Jarvan IV', 'Miss Fortune', 'Nasus', 'Shaco', 'Yasuo']","['Ezreal', 'Irelia', 'Lux', ""Rek'Sai"", 'Senna']",1
"['Aatrox', 'Hecarim', 'Veigar', 'Yasuo', 'Yone']","['Graves', 'Katarina', 'Miss Fortune', 'Senna', 'Teemo']",0
"['Fiddlesticks', 'Swain', 'Talon', 'Yone', 'Draven']","['Galio', 'Janna', 'Vayne', 'Volibear', 'Draven']",1
"['Ezreal', 'Nautilus', 'Orianna', 'Warwick', 'Wukong']","['Aphelios', 'Graves', 'Lux', 'Nami', 'Yone']",0
"['Ahri', 'Akali', 'Lulu', 'Master Yi', 'Vayne']","['Ekko', 'Janna', 'Jax', 'Miss Fortune', 'Tryndamere']",1
"['Ezreal', 'Galio', 'Master Yi', 'Riven', 'Yuumi']","['Ahri', 'Hecarim', 'Lulu', 'Mordekaiser', 'Varus']",0
"['Aphelios', 'Gnar', 'Karma', 'Katarina', 'Master Yi']","['Draven', 'Fizz', 'Kayn', 'Lucian', 'Sett']",1
"['Ahri', 'Caitlyn', 'Nocturne', 'Pyke', 'Wukong']","['Braum', 'Ezreal', 'Mordekaiser', ""Rek'Sai"", 'Yasuo']",1
"['Graves', 'Lulu', 'Urgot', 'Vayne', 'Xerath']","['Caitlyn', 'Janna', 'Jarvan IV', 'Kled', 'Lux']",0
"['Gangplank', 'Jarvan IV', 'Lucian', 'Yuumi', 'Zed']","[""Kai'Sa"", 'Katarina', 'Malzahar', 'Morgana', 'Warwick']",0
"['Ekko', 'Fiddlesticks', 'Garen', 'Yasuo', 'Caitlyn']","['Akali', 'Gangplank', 'Lee Sin', ""Vel'Koz"", 'Caitlyn']",0
"['Heimerdinger', 'Jhin', 'Kayn', 'Leona', 'Vladimir']","['Caitlyn', 'Draven', 'Morgana', 'Neeko', 'Nocturne']",0
"['Blitzcrank', 'Diana', ""Kha'Zix"", 'Lux', 'Akali']","['Kindred', 'Riven', 'Swain', 'Vayne', 'Akali']",0
"['Jinx', 'Kayn', 'Senna', 'Vladimir', 'Zed']","['Dr. Mundo', 'Kalista', ""Kha'Zix"", 'Thresh', 'Yasuo']",1
"['Ahri', 'Jhin', 'Shaco', 'Shen', 'Zed']","['Ezreal', 'Orianna', 'Renekton', 'Sett', 'Zoe']",0
"['Dr. Mundo', 'Fiddlesticks', 'Renekton', 'Senna', 'Vayne']","['Jinx', 'Kayle', 'Lux', 'Zac', 'Zed']",1
"['Ahri', 'Camille', 'Jinx', 'Senna', 'Warwick']","['Kalista', 'Renekton', 'Tahm Kench', 'Xerath', 'Zed']",0
"['Caitlyn', 'Pyke', 'Shaco', 'Urgot', 'Yone']","['Illaoi', ""Kha'Zix"", 'Ryze', 'Taric', 'Xayah']",1
"['Brand', 'Kindred', 'Lee Sin', 'Neeko', 'Quinn']","['Ashe', 'Kayn', 'Mordekaiser', 'Thresh', 'Yone']",0
"['Brand', 'Elise', 'Sona', 'Teemo', 'Xayah']","['Kalista', ""Kha'Zix"", 'Thresh', 'Vladimir', 'Zed']",0
"['Caitlyn', 'Lissandra', 'Lux', 'Shaco', 'Yone']","['Ezreal', 'Illaoi', 'Kindred', 'Nautilus', 'Nunu & Willump']",0
"['Ekko', ""Kai'Sa"", 'Kayle', 'Pyke', 'Xerath']","['Blitzcrank', 'Fiddlesticks', 'Irelia', 'Vayne', 'Zed']",0
"['Gnar', 'Graves', 'Lulu', 'Tristana', ""Vel'Koz""]","['Fizz', 'Karma', 'Shen', 'Vayne', 'Xin Zhao']",1
"['Aatrox', 'Amumu', 'Jhin', 'Taliyah', 'Zoe']","['Elise', 'LeBlanc', 'Pyke', 'Senna', 'Sett']",0
"['Alistar', 'Fizz', 'Jhin', 'Renekton', 'Zac']","['Hecarim', 'Lucian', 'Lux', 'Ornn', 'Rakan']",1
"['Gangplank', ""Kha'Zix"", 'Lucian', 'Thresh', 'Tristana']","['Camille', 'Draven', 'Graves', 'Jhin', 'Soraka']",1
"['Ashe', 'Ekko', 'Lux', 'Tryndamere', 'Twisted Fate']","['Lillia', 'Maokai', 'Miss Fortune', 'Morgana', 'Syndra']",1
"['Ashe', 'Lulu', 'Renekton', 'Shaco', 'Yasuo']","['Evelynn', 'Garen', 'Lucian', 'Nautilus', 'Zed']",0
"['Jhin', 'Leona', 'Singed', 'Twisted Fate', 'Wukong']","['Caitlyn', 'Hecarim', 'Illaoi', 'Katarina', 'Nami']",1
"['Ekko', 'Illaoi', 'LeBlanc', 'Soraka', 'Tristana']","['Graves', 'Lucian', 'Neeko', 'Xayah', 'Ziggs']",1
"['Fiora', 'Lillia', 'Lulu', 'Sett', 'Vayne']","['Ashe', ""Cho'Gath"", 'Karma', 'Morgana', 'Twitch']",0
"['Lucian', 'Master Yi', 'Senna', 'Xin Zhao', 'Yone']","['Aatrox', 'Akali', 'Kayn', 'Malphite', 'Tristana']",0
"['Ashe', 'Master Yi', 'Ornn', 'Senna', 'Vladimir']","['Jhin', 'Lulu', 'Maokai', 'Udyr', 'Zoe']",0
"['Corki', 'Maokai', 'Master Yi', 'Rakan', 'Xayah']","['Irelia', 'Jhin', 'Nautilus', 'Shyvana', 'Veigar']",1
"[""Kai'Sa"", 'LeBlanc', 'Lillia', 'Nautilus', 'Rengar']","['Amumu', 'Braum', 'Corki', 'Lucian', 'Shen']",0
"['Akali', 'Karma', 'Lillia', 'Lucian', 'Qiyana']","['Ashe', 'LeBlanc', 'Rengar', 'Sona', 'Urgot']",0
"['Akali', ""Kha'Zix"", ""Kog'Maw"", 'Lulu', 'Vayne']","['Caitlyn', 'Fizz', 'Jax', 'Nunu & Willump', 'Zyra']",1
"['Ashe', 'Rammus', 'Shyvana', 'Twisted Fate', 'Yuumi']","['Cassiopeia', 'Kayn', 'Lucian', 'Riven', 'Senna']",1
"['Akali', 'Ezreal', 'Morgana', 'Qiyana', 'Xin Zhao']","['Brand', 'Jinx', 'Sett', 'Shen', 'Udyr']",0
"['Ezreal', 'Galio', 'Master Yi', 'Sona', 'Vi']","['Karthus', 'Shen', 'Udyr', 'Varus', 'Yasuo']",0
"['Ahri', 'Draven', 'Master Yi', 'Sona', 'Urgot']","['Brand', 'Kindred', 'Tryndamere', 'Udyr', 'Zed']",1
"['Akali', 'Mordekaiser', 'Nautilus', 'Vayne', 'Vi']","['Kennen', 'Miss Fortune', 'Morgana', 'Senna', 'Udyr']",0
"['Jax', ""Kha'Zix"", 'Miss Fortune', 'Neeko', 'Senna']","['Nasus', 'Qiyana', 'Thresh', 'Tristana', 'Volibear']",0
"['Caitlyn', 'Pyke', 'Teemo', 'Warwick', 'Yone']","['Galio', 'Jax', ""Kai'Sa"", 'Nasus', 'Senna']",0
"['Ivern', 'Lux', 'Quinn', 'Sett', 'Yasuo']","['Jhin', 'Malphite', 'Master Yi', 'Talon', 'Zyra']",1
"['Ekko', 'Irelia', 'Jhin', 'Morgana', 'Syndra']","['Ahri', 'Jinx', 'Senna', 'Udyr', 'Urgot']",1
"['Elise', 'Lucian', 'Pyke', 'Trundle', 'Veigar']","['Ahri', 'Ashe', 'Morgana', 'Olaf', 'Yasuo']",1
"['Ahri', 'Ashe', 'Blitzcrank', 'Hecarim', 'Malphite']","['Bard', 'Ezreal', 'Lillia', 'Mordekaiser', 'Zed']",0
"['Ahri', 'Jarvan IV', ""Kog'Maw"", 'Lulu', 'Mordekaiser']","['Akali', 'Camille', 'Jhin', 'Pantheon', 'Yone']",1
"['Jhin', 'Kayn', 'Shen', 'Soraka', 'Viktor']","['Caitlyn', 'Lillia', 'Sett', 'Thresh', 'Yone']",1
"['Ashe', 'Brand', 'Graves', 'Xin Zhao', 'Yone']","['Elise', 'Nasus', 'Senna', 'Veigar', 'Volibear']",0
"['Evelynn', 'Garen', 'Neeko', 'Senna', 'Tristana']","['Caitlyn', 'Diana', 'Malphite', 'Soraka', 'Yone']",1
"['Akali', ""Kai'Sa"", 'Renekton', 'Senna', 'Wukong']","['Aphelios', 'Blitzcrank', 'Fiora', 'Galio', 'Jarvan IV']",0
"['Fiora', 'Katarina', 'Nautilus', 'Pantheon', 'Senna']","['Ahri', 'Rumble', 'Tahm Kench', 'Tristana', 'Trundle']",1
"['Ashe', 'Irelia', ""Rek'Sai"", 'Senna', 'Yasuo']","['Jhin', 'LeBlanc', 'Morgana', 'Shaco', 'Volibear']",1
"['Galio', 'Hecarim', 'Jax', 'Lulu', 'Varus']","['Fiora', 'Jhin', 'Orianna', 'Senna', 'Shyvana']",1
"['Fiora', 'Neeko', 'Senna', 'Sivir', 'Trundle']","['Caitlyn', 'Irelia', 'Lux', 'Tahm Kench', 'Vi']",1
"['Blitzcrank', 'Jinx', 'Lee Sin', 'Ornn', 'Ziggs']","['Ezreal', 'Galio', 'Nautilus', 'Quinn', 'Sett']",1
"['Blitzcrank', 'Caitlyn', 'Shaco', 'Urgot', 'Ziggs']","['Ekko', 'Jinx', 'Nunu & Willump', 'Senna', 'Shen']",0
"['Akali', ""Cho'Gath"", 'Jhin', 'Lux', 'Udyr']","['Fiora', 'Jinx', 'Kassadin', 'Master Yi', 'Senna']",1
"['Ezreal', 'Olaf', 'Riven', 'Tahm Kench', 'Yasuo']","['Ahri', 'Blitzcrank', 'Jinx', 'Pantheon', 'Vi']",0
"['Camille', ""Kai'Sa"", 'Kayn', 'Thresh', 'Veigar']","['Amumu', 'Darius', 'Jinx', 'Pyke', 'Yone']",1
"['Fizz', 'Jhin', 'Karma', 'Kayn', 'Nasus']","['Jinx', 'Shen', 'Volibear', 'Yone', 'Yuumi']",0
"['Kayn', 'Rakan', 'Ryze', 'Singed', 'Xayah']","['Jinx', 'Kayle', 'Lux', 'Rammus', 'Talon']",0
"['Caitlyn', 'Diana', 'Graves', 'Morgana', 'Yasuo']","['Jhin', 'Kayle', 'Malphite', 'Nautilus', 'Yone']",0
"['Ezreal', 'Gragas', 'Morgana', 'Urgot', 'Yone']","['Fizz', 'Garen', 'Jinx', 'Lux', 'Nunu & Willump']",0
"['Ahri', 'Amumu', 'Aphelios', 'Nami', 'Renekton']","['Akali', 'Lee Sin', 'Lux', 'Nasus', 'Sivir']",0
"['Alistar', 'Ashe', 'Diana', 'Kayn', 'Mordekaiser']","[""Cho'Gath"", 'Pyke', 'Vayne', 'Warwick', 'Yasuo']",0
"['Ezreal', 'Galio', 'Lee Sin', 'Mordekaiser', 'Talon']","[""Kai'Sa"", 'Maokai', 'Nocturne', 'Poppy', 'Ryze']",1
"['Ekko', 'Irelia', 'Vayne', 'Yasuo', 'Zilean']","['Amumu', 'Jinx', 'Leona', 'Orianna', 'Volibear']",0
"['Kled', 'Lee Sin', 'Miss Fortune', 'Neeko', 'Sona']","['Irelia', ""Kai'Sa"", 'Rumble', 'Shaco', 'Yuumi']",1
"['Ahri', 'Lux', 'Morgana', 'Nunu & Willump', 'Teemo']","['Corki', 'Jhin', 'Mordekaiser', 'Swain', 'Volibear']",0
"['Aatrox', 'Aphelios', 'Sona', 'Vladimir', 'Yasuo']","['Ahri', 'Ezreal', 'Poppy', 'Tristana', 'Warwick']",0
"['Aphelios', 'Kayle', 'Pyke', 'Xin Zhao', 'Yone']","['Ekko', 'Master Yi', 'Sett', 'Swain', 'Xayah']",1
"['Malphite', 'Master Yi', 'Miss Fortune', 'Singed', 'Talon']","['Jhin', 'Lux', 'Tryndamere', 'Wukong', 'Zed']",0
"['Jinx', 'Kayn', 'Mordekaiser', 'Soraka', 'Yasuo']","['Akali', 'Jax', 'Lux', 'Miss Fortune', 'Sett']",1
"['Darius', 'Fizz', 'Lucian', 'Morgana', 'Volibear']","['Heimerdinger', ""Kha'Zix"", 'Lux', 'Urgot', 'Xayah']",0
"['Kayn', 'Rakan', 'Vayne', 'Volibear', 'Zed']","['Braum', 'Garen', ""Kai'Sa"", 'Lux', 'Teemo']",1
"['Caitlyn', 'Lulu', 'Nasus', 'Shyvana', 'Xin Zhao']","['Ezreal', 'Gragas', 'Lux', 'Ornn', 'Zyra']",1
"['Irelia', 'Lux', 'Sivir', 'Veigar', 'Warwick']","['Hecarim', 'Nasus', 'Rumble', 'Xayah', 'Yuumi']",0
"['Amumu', 'Aphelios', 'Fiora', 'Lux', 'Veigar']","['Ashe', 'Gnar', 'Malzahar', ""Vel'Koz"", 'Volibear']",1
"['Hecarim', 'Lux', 'Pantheon', 'Veigar', 'Yasuo']","[""Cho'Gath"", 'Ekko', 'Jinx', 'Miss Fortune', 'Olaf']",1
"['Akali', 'Draven', 'Lee Sin', 'Syndra', 'Yuumi']","['Alistar', 'Katarina', 'Olaf', 'Warwick', 'Zyra']",1
"['Akali', 'Caitlyn', 'Irelia', 'Lee Sin', 'Yone']","['Alistar', 'Leona', 'Orianna', 'Tristana', 'Warwick']",1
"['Darius', ""Kai'Sa"", 'Katarina', 'Rengar', 'Senna']","['Galio', 'Master Yi', 'Nautilus', 'Yasuo', 'Yone']",0
"['Caitlyn', 'Malphite', 'Vi', 'Zyra', 'Yasuo']","['Amumu', 'Ashe', 'Gnar', 'Thresh', 'Yasuo']",1
"['Jax', 'Lillia', 'Sona', 'Taliyah', 'Tristana']","['Nidalee', 'Pyke', 'Vladimir', 'Yasuo', 'Yone']",1
"['Master Yi', 'Miss Fortune', 'Neeko', 'Volibear', 'Yasuo']","['Ashe', 'Graves', 'Leona', 'Lillia', 'Veigar']",0
"['Aatrox', 'Jax', 'Syndra', 'Thresh', 'Vayne']","['Ashe', 'Blitzcrank', 'Ekko', 'Jhin', 'Katarina']",0
"['Galio', 'Jax', 'Miss Fortune', 'Teemo', 'Yasuo']","['Brand', ""Cho'Gath"", ""Kai'Sa"", 'Kayn', 'Morgana']",1
"['Ahri', ""Kai'Sa"", 'Leona', 'Sett', 'Vi']","['Malzahar', 'Miss Fortune', 'Nasus', 'Nunu & Willump', 'Senna']",0
"['Ahri', 'Fiddlesticks', 'Lux', 'Miss Fortune', 'Riven']","['Lucian', 'Pyke', 'Taric', 'Urgot', 'Veigar']",1
"['Graves', ""Kha'Zix"", 'Pyke', 'Twitch', 'Yone']","['Lulu', 'Master Yi', 'Ornn', 'Vayne', 'Veigar']",1
"['Azir', 'Ezreal', 'Hecarim', 'Sion', 'Urgot']","['Jhin', 'Lux', 'Master Yi', 'Sett', 'Zed']",1
"['Ashe', 'Hecarim', 'Lissandra', 'Sett', 'Swain']","['Kayle', 'Kayn', 'Lucian', 'Sion', 'Yasuo']",1
"['Ezreal', 'Jax', 'Senna', 'Sett', 'Xerath']","['Blitzcrank', 'Kassadin', 'Sivir', 'Sylas', 'Urgot']",1
"['Alistar', 'Lucian', 'Lux', 'Nidalee', 'Tristana']","['Amumu', 'Irelia', 'Katarina', 'Miss Fortune', 'Thresh']",0
"['Aatrox', 'Brand', 'Miss Fortune', 'Olaf', 'Vladimir']","['Kayn', 'Lux', 'Ornn', 'Soraka', 'Vayne']",0
"['Graves', 'Leona', 'Lux', 'Xayah', 'Yone']","['Illaoi', 'Lillia', 'Lulu', 'Vayne', 'Zed']",1
"['Ekko', 'Kled', 'Leona', 'Sivir', 'Viktor']","['Blitzcrank', 'Caitlyn', 'Illaoi', ""Kai'Sa"", 'Kindred']",1
"['Jarvan IV', 'Jhin', 'Leona', 'Lux', 'Riven']","['Dr. Mundo', 'Rammus', 'Thresh', 'Xayah', 'Zoe']",0
"['Illaoi', 'Janna', 'Morgana', 'Tristana', 'Zoe']","['Anivia', 'Jarvan IV', 'Jhin', 'Mordekaiser', 'Ziggs']",0
"['Lucian', 'Nocturne', 'Orianna', 'Rumble', 'Senna']","['Ashe', 'Gangplank', ""Kha'Zix"", 'Lux', 'Nami']",0
"['Aurelion Sol', 'Leona', 'Miss Fortune', 'Rumble', 'Warwick']","['Akali', 'Caitlyn', ""Kha'Zix"", 'Ornn', 'Sona']",0
"['Ahri', 'Gragas', 'Graves', ""Kai'Sa"", 'Lulu']","['Ezreal', 'Kayn', 'Singed', 'Soraka', 'Veigar']",1
"['Jax', 'Rammus', 'Talon', 'Yuumi', 'Ezreal']","['Lillia', 'Riven', 'Senna', 'Yone', 'Ezreal']",1
"['Akali', ""Kai'Sa"", 'Kindred', 'Lulu', 'Aatrox']","['Ezreal', 'Lillia', 'Lux', 'Sylas', 'Aatrox']",1
"['Ezreal', 'Lillia', 'Rammus', 'Thresh', 'Yasuo']","['Fizz', 'Jhin', 'Nami', 'Warwick', 'Yasuo']",1
"['Ashe', 'Diana', 'Soraka', 'Ahri', 'Tryndamere']","['Ezreal', 'Janna', 'Shaco', 'Ahri', 'Tryndamere']",0
"['Caitlyn', 'Morgana', 'Nunu & Willump', 'Zoe', 'Yasuo']","['Annie', 'Graves', 'Shaco', 'Yone', 'Yasuo']",1
